1,30,35,30,10,13,0.2889,2.6,0
2,30,35,30,10,13,0.2889,2.6,1
3,30,35,30,10,13,0.2889,2.6,2
4,30,35,30,10,13,0.2889,2.6,3
5,30,35,30,10,13,0.2889,2.6,4
6,30,35,40,10,18,0.4,3.6,0
7,30,35,40,10,18,0.4,3.6,1
8,30,35,40,10,18,0.4,3.6,2
9,30,35,40,10,18,0.4,3.6,3
10,30,35,40,10,18,0.4,3.6,4
11,30,35,50,10,22,0.4889,4.4,0
12,30,35,50,10,22,0.4889,4.4,1
13,30,35,50,10,22,0.4889,4.4,2
14,30,35,50,10,22,0.4889,4.4,3
15,30,35,50,10,22,0.4889,4.4,4
16,30,55,30,16,36,0.3,4.5,0
17,30,55,30,16,36,0.3,4.5,1
18,30,55,30,16,36,0.3,4.5,2
19,30,55,30,16,36,0.3,4.5,3
20,30,55,30,16,36,0.3,4.5,4
21,30,55,40,16,48,0.4,6.0,0
22,30,55,40,16,48,0.4,6.0,1
23,30,55,40,16,48,0.4,6.0,2
24,30,55,40,16,48,0.4,6.0,3
25,30,55,40,16,48,0.4,6.0,4
26,30,55,50,16,60,0.5,7.5,0
27,30,55,50,16,60,0.5,7.5,1
28,30,55,50,16,60,0.5,7.5,2
29,30,55,50,16,60,0.5,7.5,3
30,30,55,50,16,60,0.5,7.5,4
31,30,85,30,25,90,0.3,7.2,0
32,30,85,30,25,90,0.3,7.2,1
33,30,85,30,25,90,0.3,7.2,2
34,30,85,30,25,90,0.3,7.2,3
35,30,85,30,25,90,0.3,7.2,4
36,30,85,40,25,120,0.4,9.6,0
37,30,85,40,25,120,0.4,9.6,1
38,30,85,40,25,120,0.4,9.6,2
39,30,85,40,25,120,0.4,9.6,3
40,30,85,40,25,120,0.4,9.6,4
41,30,85,50,25,150,0.5,12.0,0
42,30,85,50,25,150,0.5,12.0,1
43,30,85,50,25,150,0.5,12.0,2
44,30,85,50,25,150,0.5,12.0,3
45,30,85,50,25,150,0.5,12.0,4
46,35,35,30,12,19,0.2879,3.1667,0
47,35,35,30,12,19,0.2879,3.1667,1
48,35,35,30,12,19,0.2879,3.1667,2
49,35,35,30,12,19,0.2879,3.1667,3
50,35,35,30,12,19,0.2879,3.1667,4
51,35,35,40,12,26,0.3939,4.3333,0
52,35,35,40,12,26,0.3939,4.3333,1
53,35,35,40,12,26,0.3939,4.3333,2
54,35,35,40,12,26,0.3939,4.3333,3
55,35,35,40,12,26,0.3939,4.3333,4
56,35,35,50,12,33,0.5,5.5,0
57,35,35,50,12,33,0.5,5.5,1
58,35,35,50,12,33,0.5,5.5,2
59,35,35,50,12,33,0.5,5.5,3
60,35,35,50,12,33,0.5,5.5,4
61,35,55,30,19,51,0.2982,5.3684,0
62,35,55,30,19,51,0.2982,5.3684,1
63,35,55,30,19,51,0.2982,5.3684,2
64,35,55,30,19,51,0.2982,5.3684,3
65,35,55,30,19,51,0.2982,5.3684,4
66,35,55,40,19,68,0.3977,7.1579,0
67,35,55,40,19,68,0.3977,7.1579,1
68,35,55,40,19,68,0.3977,7.1579,2
69,35,55,40,19,68,0.3977,7.1579,3
70,35,55,40,19,68,0.3977,7.1579,4
71,35,55,50,19,85,0.4971,8.9474,0
72,35,55,50,19,85,0.4971,8.9474,1
73,35,55,50,19,85,0.4971,8.9474,2
74,35,55,50,19,85,0.4971,8.9474,3
75,35,55,50,19,85,0.4971,8.9474,4
76,35,85,30,29,121,0.298,8.3448,0
77,35,85,30,29,121,0.298,8.3448,1
78,35,85,30,29,121,0.298,8.3448,2
79,35,85,30,29,121,0.298,8.3448,3
80,35,85,30,29,121,0.298,8.3448,4
81,35,85,40,29,162,0.399,11.1724,0
82,35,85,40,29,162,0.399,11.1724,1
83,35,85,40,29,162,0.399,11.1724,2
84,35,85,40,29,162,0.399,11.1724,3
85,35,85,40,29,162,0.399,11.1724,4
86,35,85,50,29,203,0.5,14.0,0
87,35,85,50,29,203,0.5,14.0,1
88,35,85,50,29,203,0.5,14.0,2
89,35,85,50,29,203,0.5,14.0,3
90,35,85,50,29,203,0.5,14.0,4
91,40,35,30,14,27,0.2967,3.8571,0
92,40,35,30,14,27,0.2967,3.8571,1
93,40,35,30,14,27,0.2967,3.8571,2
94,40,35,30,14,27,0.2967,3.8571,3
95,40,35,30,14,27,0.2967,3.8571,4
96,40,35,40,14,36,0.3956,5.1429,0
97,40,35,40,14,36,0.3956,5.1429,1
98,40,35,40,14,36,0.3956,5.1429,2
99,40,35,40,14,36,0.3956,5.1429,3
100,40,35,40,14,36,0.3956,5.1429,4
101,40,35,50,14,45,0.4945,6.4286,0
102,40,35,50,14,45,0.4945,6.4286,1
103,40,35,50,14,45,0.4945,6.4286,2
104,40,35,50,14,45,0.4945,6.4286,3
105,40,35,50,14,45,0.4945,6.4286,4
106,40,55,30,22,69,0.2987,6.2727,0
107,40,55,30,22,69,0.2987,6.2727,1
108,40,55,30,22,69,0.2987,6.2727,2
109,40,55,30,22,69,0.2987,6.2727,3
110,40,55,30,22,69,0.2987,6.2727,4
111,40,55,40,22,92,0.3983,8.3636,0
112,40,55,40,22,92,0.3983,8.3636,1
113,40,55,40,22,92,0.3983,8.3636,2
114,40,55,40,22,92,0.3983,8.3636,3
115,40,55,40,22,92,0.3983,8.3636,4
116,40,55,50,22,115,0.4978,10.4545,0
117,40,55,50,22,115,0.4978,10.4545,1
118,40,55,50,22,115,0.4978,10.4545,2
119,40,55,50,22,115,0.4978,10.4545,3
120,40,55,50,22,115,0.4978,10.4545,4
121,40,85,30,34,168,0.2995,9.8824,0
122,40,85,30,34,168,0.2995,9.8824,1
123,40,85,30,34,168,0.2995,9.8824,2
124,40,85,30,34,168,0.2995,9.8824,3
125,40,85,30,34,168,0.2995,9.8824,4
126,40,85,40,34,224,0.3993,13.1765,0
127,40,85,40,34,224,0.3993,13.1765,1
128,40,85,40,34,224,0.3993,13.1765,2
129,40,85,40,34,224,0.3993,13.1765,3
130,40,85,40,34,224,0.3993,13.1765,4
131,40,85,50,34,280,0.4991,16.4706,0
132,40,85,50,34,280,0.4991,16.4706,1
133,40,85,50,34,280,0.4991,16.4706,2
134,40,85,50,34,280,0.4991,16.4706,3
135,40,85,50,34,280,0.4991,16.4706,4
